gene_name	length	exons
ARRDC5	1641	3
ARSA	5251	12
ARSB	7353	11
ARSD	5070	9
ARSE	2395	11
ARSF	2362	13
ARSG	2857	13
ARSH	1575	8
ARSI	3169	2
ARSJ	4680	2
ARSK	3127	7
ART1	1317	5
ART3	1543	7
ART4	1374	3
ART5	2863	9
ARTN	2089	6
ARV1	1451	6
ARVCF	4001	19
ARX	2879	5
AS3MT	2477	11
ASAH1	2978	16
ASAH2	2341	19
ASAH2B	658	6
ASAP1	6132	28
ASAP1-IT1	1180	1
ASAP1-IT2	2032	1
ASAP2	5607	26
ASAP3	4203	25
ASB1	6838	5
ASB10	2322	7
ASB11	3044	9
ASB12	1296	3
ASB13	2815	7
ASB14	3763	12
ASB15	3046	13
ASB16	2144	5
ASB16-AS1	2932	5
ASB17	1329	4
ASB18	1407	6
ASB2	3448	11
ASB3	2857	11
ASB4	4819	6
ASB5	3036	7
ASB6	4628	6
ASB7	5743	7
ASB8	2617	4
ASB9	2648	11
ASB9P1	1626	1
ASCC1	3528	15
ASCC2	2829	20
ASCC3	10423	37
ASCL1	2486	2
ASCL2	1851	2
ASCL3	652	2
ASCL4	2261	1
ASCL5	1421	1
ASF1A	2512	4
ASF1B	1735	4
ASGR1	1512	9
ASGR2	2004	12
ASH1L	11596	26
ASH1L-AS1	1965	1
ASH2L	3221	16
ASIC1	4843	15
ASIC2	4130	10
ASIC3	2509	12
ASIC4	2853	9
ASIC5	1702	10
ASIP	587	3
ASL	2037	16
ASMT	1566	11
ASMTL	2292	14
ASMTL-AS1	3170	7
ASNA1	1287	7
ASNS	3144	17
ASNSD1	2477	6
ASPA	1753	8
ASPDH	1265	8
ASPG	1988	16
ASPH	11880	27
ASPHD1	1481	3
ASPHD2	3317	4
ASPM	10916	28
ASPN	2532	8
ASPRV1	2175	1
ASPSCR1	2142	17
ASRGL1	2628	8
ASS1	1864	16
ASTE1	2985	9
ASTL	1305	9
ASTN1	7914	25
ASTN2	9130	29
ASTN2-AS1	1768	12
ASUN	2902	16
ASXL1	7438	13
ASXL2	7186	12
ASXL3	7434	10
ASZ1	1853	13
ATAD1	3044	10
ATAD2	5431	27
ATAD2B	8101	28
ATAD3A	2856	17
ATAD3B	2378	15
ATAD3C	3871	12
ATAD5	6888	23
ATAT1	3135	15
ATCAY	5049	13
ATE1	5398	13
ATE1-AS1	953	2
ATF1	2512	7
ATF2	7636	19
ATF3	4550	11
ATF4	2537	4
ATF5	2768	6
ATF6	7562	16
ATF6B	2520	17
ATF7	8055	18
ATF7IP	10405	18
ATF7IP2	3721	13
ATG10	2336	8
ATG101	1540	5
ATG12	4568	6
ATG13	5994	19
ATG14	4753	10
ATG16L1	3651	18
ATG16L2	1955	16
ATG2A	5628	35
ATG2B	10471	37
ATG3	3365	12
ATG4A	2409	14
ATG4B	2902	13
ATG4C	2735	11
ATG4D	2381	12
ATG5	3505	10
ATG7	5070	19
ATG9A	3779	16
ATG9B	5064	19
ATHL1	3282	14
ATIC	2100	16
ATL1	4334	17
ATL2	8053	15
ATL3	7553	13
ATM	11663	52
ATMIN	5165	5
ATN1	4430	11
ATOH1	1066	1
ATOH7	1520	1
ATOH8	5866	3
ATOX1	493	4
ATP10A	5255	21
ATP10B	7465	25
ATP10D	6337	21
ATP11A	13969	29
ATP11A-AS1	4265	3
ATP11AUN	2244	3
ATP11B	7140	28
ATP11C	5938	28
ATP12A	3891	23
ATP13A1	3890	26
ATP13A2	4104	29
ATP13A3	7106	29
ATP13A4	7340	27
ATP13A4-AS1	2362	5
ATP13A5	3531	28
ATP13A5-AS1	637	2
ATP1A1	4189	24
ATP1A1-AS1	3720	11
ATP1A2	5344	22
ATP1A3	3687	24
ATP1A4	3988	22
ATP1B1	2206	6
ATP1B2	3461	8
ATP1B3	1860	7
ATP1B4	5035	9
ATP2A1	3406	22
ATP2A1-AS1	1116	4
ATP2A2	9171	21
ATP2A3	7343	25
ATP2B1	6954	21
ATP2B2	8858	22
ATP2B2-IT2	514	2
ATP2B3	6468	20
ATP2B4	8815	21
ATP2C1	6754	30
ATP2C2	3023	23
ATP4A	3581	22
ATP4B	1504	7
ATP5A1	2551	14
ATP5B	1853	10
ATP5C1	1156	10
ATP5D	1127	5
ATP5E	442	3
ATP5EP2	369	1
ATP5F1	2108	7
ATP5G1	707	6
ATP5G2	1443	6
ATP5G3	5948	7
ATP5H	628	6
ATP5I	369	4
ATP5J	3194	8
ATP5J2	589	5
ATP5J2-PTCD1	5547	9
ATP5L	1395	4
ATP5L2	800	1
ATP5O	813	7
ATP5S	2403	7
ATP5SL	2017	8
ATP6AP1	2110	10
ATP6AP1L	2303	9
ATP6AP2	2045	9
ATP6V0A1	4074	21
ATP6V0A2	6440	19
ATP6V0A4	3189	21
ATP6V0B	2588	9
ATP6V0C	1339	5
ATP6V0CP3	620	1
ATP6V0D1	1599	7
ATP6V0D2	2378	8
ATP6V0E1	886	4
ATP6V0E2	2876	6
ATP6V0E2-AS1	3073	4
ATP6V1A	4416	13
ATP6V1B1	1953	14
ATP6V1B1-AS1	947	3
ATP6V1B2	3058	14
ATP6V1C1	5717	13
ATP6V1C2	3254	14
ATP6V1D	1815	9
ATP6V1E1	1414	9
ATP6V1E2	1981	2
ATP6V1F	820	3
ATP6V1G1	1614	3
ATP6V1G2	2938	6
ATP6V1G2-DDX39B	2357	14
ATP6V1G3	683	5
ATP6V1H	2258	14
ATP7A	8552	23
ATP7B	7565	23
ATP8A1	8015	34
ATP8A2	4753	34
ATP8B1	5866	27
ATP8B2	6467	29
ATP8B3	6638	35
ATP8B4	5914	30
ATP8B5P	4530	19
ATP9A	7328	25
ATP9B	4333	28
ATPAF1	2111	10
ATPAF2	1560	8
ATPIF1	2636	5
ATR	7414	41
ATRAID	1445	7
ATRIP	3232	16
ATRN	8799	30
ATRNL1	9389	31
ATRX	10965	33
ATXN1	10645	9
ATXN10	3342	12
ATXN1L	7889	3
ATXN2	4704	26
ATXN2L	6176	27
ATXN3	7302	15
ATXN3L	1752	1
ATXN7	7539	15
ATXN7L1	10211	15
ATXN7L2	2393	11
ATXN7L3	3673	13
ATXN7L3B	3683	1
ATXN8OS	1477	5
AUH	1941	11
AUNIP	3238	5
AUP1	2380	14
AURKA	2830	13
AURKAIP1	1481	7
AURKAPS1	1538	1
AURKB	1502	10
AURKC	1476	9
AUTS2	6922	18
AVEN	1537	6
AVIL	3013	19
AVL9	7081	16
AVP	622	3
AVPI1	1395	3
AVPR1A	7833	2
AVPR1B	1775	2
AVPR2	4224	7
AWAT1	1406	7
AWAT2	2132	8
AXDND1	3440	24
AXIN1	3671	11
AXIN2	4101	10
AXL	4921	21
AZGP1	1269	4
AZGP1P1	1183	2
AZI2	4225	12
AZIN1	6744	15
AZIN1-AS1	888	4
AZIN2	3065	16
AZU1	917	5
B2M	991	4
B3GALNT1	3649	8
B3GALNT2	5704	14
B3GALT1	2170	2
B3GALT2	3550	2
B3GALT4	1687	1
B3GALT5	3160	6
B3GALT5-AS1	2196	4
B3GALT6	2793	1
B3GAT1	3925	8
B3GAT2	1929	4
B3GAT3	4075	9
B3GLCT	4107	14
B3GNT2	2751	2
B3GNT3	2723	3
B3GNT4	1507	3
B3GNT5	4125	2
B3GNT6	2550	4
B3GNT7	3627	2
B3GNT8	1877	3
B3GNT9	2707	2
B3GNTL1	1299	12
B4GALNT1	3934	12
B4GALNT2	2084	12
B4GALNT3	3201	18
B4GALNT4	3115	17
B4GALT1	4205	6
B4GALT1-AS1	1289	5
B4GALT2	2434	9
B4GALT3	2767	10
B4GALT4	2353	9
B4GALT4-AS1	548	4
B4GALT5	4736	9
B4GALT6	4705	8
B4GALT7	1733	6
B4GAT1	2072	2
B9D1	2280	11
B9D2	1035	4
BAALC	2852	3
BAALC-AS1	729	3
BAALC-AS2	498	2
BAAT	3533	5
BABAM1	1948	11
BACE1	6180	12
BACE1-AS	826	1
BACE2	8939	9
BACH1	6881	11
BACH1-IT2	804	2
BACH2	9289	9
BAD	1498	5
BAG1	3879	7
BAG2	2055	3
BAG3	2573	4
BAG4	4213	4
BAG5	5477	4
BAG6	5111	32
BAGE	956	5
BAGE2	1901	10
BAGE3	1901	10
BAGE4	1765	9
BAGE5	1764	9
BAHCC1	10207	27
BAHD1	5314	10
BAIAP2	5963	17
BAIAP2-AS1	4423	2
BAIAP2L1	3684	14
BAIAP2L2	2159	14
BAIAP3	4825	35
BAK1	2199	6
BAMBI	1727	3
BANCR	679	4
BANF1	1591	4
BANF2	645	5
BANK1	3576	18
BANP	2915	18
BAP1	3718	17
BARD1	5517	11
BARHL1	1910	3
BARHL2	1499	3
BARX1	1486	4
BARX2	1771	4
BASP1	1966	3
BASP1P1	1153	1
BATF	943	3
BATF2	2434	5
BATF3	984	3
BAX	1915	10
BAZ1A	5857	25
BAZ1B	5986	19
BAZ2A	9171	30
BAZ2B	10644	38
BBC3	2100	5
BBIP1	2466	6
BBOX1	1895	9
BBOX1-AS1	1255	8
BBS1	3227	16
BBS10	3585	2
BBS12	3435	3
BBS2	2831	17
BBS4	2946	18
BBS5	3169	12
BBS7	4359	19
BBS9	4042	23
BBX	8961	17
BCAM	3426	14
BCAN	4710	15
BCAP29	6005	8
BCAP31	2304	9
BCAR1	5827	17
BCAR3	4915	19
BCAR4	2389	9
BCAS1	3487	12
BCAS2	1308	7
BCAS3	3454	23
BCAS4	1384	6
BCAT1	10240	13
BCAT2	2016	11
BCCIP	3270	9
BCDIN3D	3251	2
BCDIN3D-AS1	4543	6
BCHE	2451	4
BCKDHA	1923	10
BCKDHB	4169	12
BCKDK	3064	13
BCL10	3107	3
BCL11A	9339	7
BCL11B	8414	5
BCL2	7495	4
BCL2A1	946	3
BCL2L1	3068	4
BCL2L10	1854	3
BCL2L11	6453	14
BCL2L12	2145	9
BCL2L13	5523	10
BCL2L14	2506	8
BCL2L15	4977	4
BCL2L2	3609	4
BCL2L2-PABPN1	2050	8
BCL3	1873	9
BCL6	3986	11
BCL6B	3534	9
BCL7A	3912	7
BCL7B	2073	8
BCL7C	2197	7
BCL9	6202	10
BCL9L	7746	8
BCLAF1	8183	14
BCO1	2289	10
BCO2	2975	13
BCOR	7006	17
BCORL1	7362	13
BCORP1	3556	10
BCR	6844	22
BCRP2	2340	6
BCRP3	1432	7
BCS1L	2132	12
BCYRN1	195	4
BDH1	3698	9
BDH2	2930	10
BDKRB1	1304	3
BDKRB2	4200	3
BDNF	13242	18
BDNF-AS	3783	12
BDP1	10982	38
BEAN1	3562	8
BEAN1-AS1	486	3
BECN1	2155	12
BECN2	1297	1
BEGAIN	2844	8
BEND2	4915	15
BEND3	6665	5
BEND3P3	5921	1
BEND4	9027	7
BEND5	2241	7
BEND6	2705	7
BEND7	3460	12
BEST1	4031	12
BEST2	1763	8
BEST3	5401	13
BEST4	1949	8
BET1	3065	4
BET1L	5564	5
BEX1	865	3
BEX2	1763	6
BEX4	1285	3
BEX5	1021	4
BFAR	3051	8
BFSP1	3292	14
BFSP2	1584	7
BGLAP	747	4
BGLT3	994	1
BGN	2452	8
BHLHA15	707	1
BHLHA9	709	1
BHLHB9	4547	8
BHLHE22	3398	1
BHLHE23	1058	1
BHLHE40	3039	5
BHLHE40-AS1	4616	6
BHLHE41	3785	5
BHMG1	2769	15
BHMT	2508	8
BHMT2	2566	7
BICC1	5334	20
BICD1	3808	11
BICD2	8735	9
BID	2668	8
BIK	958	5
BIN1	2516	18
BIN2	3117	14
BIN3	1814	8
BIN3-IT1	1840	1
BIRC2	5028	11
BIRC3	7889	11
BIRC5	2705	5
BIRC6	13638	59
BIRC6-AS2	590	2
BIRC7	1575	8
BIRC8	2023	1
BISPR	2405	7
BIVM	5864	12
BIVM-ERCC5	5078	22
BLACAT1	2618	2
BLACE	2458	6
BLCAP	2597	6
BLID	863	1
BLK	2603	13
BLM	4873	23
BLMH	2549	12
BLNK	2221	21
BLOC1S1	1009	5
BLOC1S1-RDH5	1219	6
BLOC1S2	5470	9
BLOC1S3	2602	2
BLOC1S4	1547	1
BLOC1S5	2793	6
BLOC1S5-TXNDC5	2999	10
BLOC1S6	3946	5
BLVRA	1184	9
BLVRB	861	5
BLZF1	2324	8
BMF	9278	10
BMI1	3440	10
BMP1	4303	21
BMP10	1586	2
BMP15	1264	2
BMP2	3153	3
BMP2K	4530	17
BMP3	5737	3
BMP4	2157	6
BMP5	2177	7
BMP6	3112	7
BMP7	4038	7
BMP7-AS1	1016	4
BMP8A	5633	7
BMP8B	3780	7
BMPER	4862	14
BMPR1A	3629	13
BMPR1B	5856	15
BMPR1B-AS1	646	3
BMPR2	11911	12
BMS1	7881	22
BMS1P17	728	3
BMS1P18	728	3
BMS1P20	1907	10
BMS1P21	824	6
BMS1P4	1972	12
BMS1P5	7236	10
BMS1P6	4705	9
BMX	2639	19
BNC1	4941	6
BNC2	12933	7
BNIP1	1393	7
BNIP2	2349	9
BNIP3	1639	6
BNIP3L	3506	6
BNIPL	2519	11
BOC	6181	24
BOD1	1938	4
BOD1L1	10322	23
BOD1L2	3348	1
BOK	2652	5
BOK-AS1	828	2
BOLA1	859	2
BOLA2	1015	3
BOLA2B	1015	3
BOLA3	558	4
BOLA3-AS1	4728	5
BOLL	5560	16
BOP1	2361	15
BORA	3306	13
BPESC1	3517	3
BPGM	2235	5
BPHL	2302	10
BPI	1730	13
BPIFA1	1424	11
BPIFA2	1061	9
BPIFA3	1188	7
BPIFA4P	1212	9
BPIFB1	1678	15
BPIFB2	1874	15
BPIFB3	1506	14
BPIFB4	2125	15
BPIFB6	1312	14
BPIFC	1930	14
BPNT1	2685	10
BPTF	11621	30
BPY2	1087	8
BPY2B	1087	8
BPY2C	1087	8
BRAF	2964	18
BRAP	4048	12
BRAT1	3027	14
BRCA1	7851	28
BRCA2	11173	25
BRCAT107	1103	3
BRCAT54	2477	5
BRCC3	3000	13
BRD1	4882	15
BRD2	8256	23
BRD3	5517	11
BRD4	7474	21
BRD7	1974	15
BRD7P3	2462	1
BRD8	4630	29
BRD9	2993	18
BRDT	4064	22
BRDTP1	818	1
BRE	2542	16
BRE-AS1	1660	1
BREA2	1004	2
BRF1	5267	22
BRF2	2004	4
BRI3	1120	4
BRI3BP	1275	3
BRICD5	1037	6
BRINP1	3204	8
BRINP2	3329	7
BRINP3	2700	7
BRIP1	8186	20
BRIX1	1283	10
BRK1	1179	3
BRMS1	1923	11
BRMS1L	2594	10
BROX	4456	14
BRPF1	4872	15
BRPF3	5937	12
BRS3	1416	3
BRSK1	3100	19
BRSK2	9395	24
BRWD1	22453	40
BRWD1-AS1	694	3
BRWD1-IT2	1010	1
BRWD3	12732	40
BSCL2	2828	14
BSDC1	7589	14
BSG	2401	10
BSN	15971	12
BSN-AS2	2606	3
BSND	1374	4
BSPH1	660	6
BSPRY	2354	6
BST1	1489	9
BST2	1024	5
BSX	705	3
BTAF1	6791	36
BTBD1	3298	8
BTBD10	2932	10
BTBD11	5929	18
BTBD16	1864	16
BTBD17	1681	3
BTBD18	3051	3
BTBD19	1580	8
BTBD2	2627	9
BTBD3	5615	8
BTBD6	1992	5
BTBD7	8512	11
BTBD8	1456	9
BTBD9	9761	15
BTC	1329	6
BTD	3223	8
BTF3	1390	7
BTF3L4	4649	6
BTF3P11	641	1
BTG1	4682	2
BTG2	2713	2
BTG3	1600	6
BTG4	819	5
BTK	3181	22
BTLA	3220	5
BTN1A1	2858	7
BTN2A1	5402	10
BTN2A2	7133	12
BTN2A3P	2490	7
BTN3A1	8942	12
BTN3A2	8597	15
BTN3A3	2977	10
BTNL10	783	3
BTNL2	889	6
BTNL3	2420	7
BTNL8	2511	10
BTNL9	3903	11
BTRC	6059	14
BUB1	3821	26
BUB1B	3765	23
BUB3	3097	9
BUD13	2529	11
BUD31	925	5
BVES	5797	10
BVES-AS1	1719	4
BYSL	1997	7
BZRAP1	7357	30
BZRAP1-AS1	3522	11
BZW1	3871	17
BZW2	1869	12
C10orf10	2062	2
C10orf105	4937	3
C10orf107	1259	7
C10orf11	1519	10
C10orf111	1716	2
C10orf113	978	3
C10orf12	4546	1
C10orf120	1067	3
C10orf126	2153	5
C10orf128	3324	9
C10orf131	1184	8
C10orf142	1113	3
C10orf2	3892	7
C10orf25	3617	5
C10orf32	3734	7
C10orf32-ASMT	2746	15
C10orf35	1080	4
C10orf53	1196	4
C10orf54	4780	7
C10orf55	2518	5
C10orf62	1243	1
C10orf67	2948	5
C10orf71	5289	3
C10orf71-AS1	697	2
C10orf76	3930	23
C10orf82	999	5
C10orf88	3093	6
C10orf90	3089	9
C10orf91	741	3
C10orf95	1471	2
C10orf99	831	3
C11orf1	987	4
C11orf16	1932	7
C11orf21	2267	5
C11orf24	2687	6
C11orf30	6889	21
C11orf31	1298	4
C11orf39	680	2
C11orf40	658	4
C11orf42	1146	3
C11orf44	3550	3
C11orf45	3873	6
C11orf49	4191	13
C11orf52	1144	4
C11orf53	1212	4
C11orf54	2884	11
C11orf57	6666	9
C11orf58	3985	5
C11orf63	3874	10
C11orf65	1042	9
C11orf68	2965	3
C11orf70	2445	8
C11orf71	2800	3
C11orf72	2434	3
C11orf73	1248	6
C11orf74	1465	9
C11orf80	2614	19
C11orf84	2044	6
C11orf85	1351	12
C11orf86	1187	2
C11orf87	5939	2
C11orf88	802	7
C11orf91	905	2
C11orf94	371	3
C11orf95	5587	5
C11orf96	1329	1
C11orf97	608	4
C11orf98	1025	5
C12orf10	1222	7
C12orf29	2881	7
C12orf4	3766	13
C12orf40	2806	13
C12orf42	3477	15
C12orf43	5190	11
C12orf45	626	4
C12orf49	5283	5
C12orf50	1718	13
C12orf54	898	9
C12orf56	2006	12
C12orf57	1778	9
C12orf60	1128	2
C12orf65	2292	5
C12orf66	4894	6
C12orf71	968	2
C12orf73	1696	3
C12orf74	3941	4
C12orf75	1372	6
C12orf76	1952	5
C12orf77	1513	4
C12orf79	2629	9
C12orf80	1296	4
C14orf1	1545	5
C14orf105	4053	11
C14orf119	2947	2
C14orf132	8565	6
C14orf142	1178	2
C14orf159	4950	22
C14orf166	1059	8
C14orf169	2468	1
C14orf177	1293	4
C14orf178	649	3
C14orf180	3601	7
C14orf2	926	5
C14orf28	2911	5
C14orf37	3090	8
C14orf39	2723	17
C14orf79	1895	5
C14orf80	2206	12
C14orf93	4615	14
C15orf26	1582	7
C15orf27	2410	11
C15orf32	1888	4
C15orf38-AP3S2	6266	10
C15orf39	4430	3
C15orf40	3519	10
C15orf41	4811	15
C15orf43	1282	7
C15orf48	1149	6
C15orf52	5338	11
C15orf53	2045	2
C15orf54	5877	3
C15orf56	2129	2
C15orf57	3238	7
C15orf59	6101	4
C15orf59-AS1	789	4
C15orf61	1299	2
C15orf62	2491	1
C15orf65	754	2
C16orf13	1043	7
C16orf45	2349	7
C16orf46	3165	6
C16orf47	1311	4
C16orf52	4445	3
C16orf54	2598	2
C16orf58	2754	12
C16orf59	1638	10
C16orf62	3640	28
C16orf70	2598	12
C16orf71	2716	10
C16orf72	3983	4
C16orf74	901	4
C16orf78	1088	5
C16orf82	2270	1
C16orf86	1273	4
C16orf87	1387	4
C16orf89	2273	9
C16orf90	907	3
C16orf91	980	2
C16orf92	1059	5
C16orf93	1972	10
C16orf95	1777	9
C16orf96	3360	15
C16orf97	454	6
C17orf100	1560	1
C17orf102	3999	2
C17orf104	4552	7
C17orf105	833	6
C17orf107	3085	3
C17orf112	839	4
C17orf47	2129	2
C17orf49	1174	7
C17orf50	1034	3
C17orf51	7914	2
C17orf53	2735	10
C17orf58	1762	4
C17orf59	1915	1
C17orf62	3700	12
C17orf64	966	6
C17orf67	2020	8
C17orf74	1652	3
C17orf75	4593	10
C17orf77	2765	4
C17orf78	1751	6
C17orf80	3987	7
C17orf82	1531	1
C17orf85	8197	13
C17orf89	563	3
C17orf96	3230	1
C17orf97	1841	2
C17orf98	569	3
C17orf99	1095	5
C18orf21	1554	7
C18orf25	5470	5
C18orf32	1725	4
C18orf42	2304	2
C18orf54	6678	14
C18orf61	2718	5
C18orf63	5079	14
C18orf65	2079	3
C18orf8	2349	21
C19orf12	9226	8
C19orf18	921	6
C19orf24	898	3
C19orf25	2260	3
C19orf26	2573	9
C19orf33	465	4
C19orf35	2574	4
C19orf38	1096	7
C19orf43	913	3
C19orf44	3907	10
C19orf45	1688	9
C19orf47	2306	11
C19orf48	4807	10
C19orf52	1398	2
C19orf53	912	3
C19orf54	2759	6
C19orf57	2428	8
C19orf60	1091	6
C19orf66	2191	9
C19orf67	1453	6
C19orf68	3592	4
C19orf70	1105	5
C19orf71	675	4
C19orf73	745	1
C19orf80	876	4
C19orf81	770	5
C19orf84	1547	3
C1D	1361	7
C1GALT1	6241	4
C1GALT1C1	1907	3
C1GALT1C1L	1171	1
C1QA	1101	3
C1QB	1047	3
C1QBP	1169	6
C1QC	1285	4
C1QL1	1502	2
C1QL2	2051	2
C1QL3	2495	2
C1QL4	2067	2
C1QTNF1	3649	7
C1QTNF1-AS1	1201	4
C1QTNF2	2400	3
C1QTNF3	4058	7
C1QTNF3-AMACR	3621	9
C1QTNF4	1416	2
C1QTNF5	3783	14
C1QTNF6	4227	5
C1QTNF7	4844	5
C1QTNF8	3411	5
C1QTNF9	1915	5
C1QTNF9B	1858	7
C1QTNF9B-AS1	977	6
C1R	2275	9
C1RL	4015	8
C1RL-AS1	5008	11
C1S	2822	12
C1orf100	657	6
C1orf101	3216	22
C1orf105	1290	8
C1orf106	4419	11
C1orf109	3098	7
C1orf110	1556	4
C1orf111	1176	3
C1orf112	3199	22
C1orf115	2974	2
C1orf116	5327	3
C1orf122	1828	4
C1orf123	1659	9
C1orf127	2774	13
C1orf131	1509	8
C1orf137	390	4
C1orf140	4494	2
C1orf141	2544	11
C1orf145	3774	6
C1orf146	757	6
C1orf158	1052	4
C1orf159	2114	10
C1orf162	1087	7
C1orf167	4247	18
C1orf168	3383	18
C1orf174	1670	4
C1orf177	1800	11
C1orf185	916	5
C1orf186	1671	6
C1orf189	709	4
C1orf194	736	5
C1orf195	723	4
C1orf198	4363	8
C1orf204	2507	6
C1orf21	10314	6
C1orf210	1544	4
C1orf216	2936	2
C1orf220	2580	3
C1orf226	5115	5
C1orf228	1697	12
C1orf229	2259	1
C1orf233	2090	1
C1orf234	513	3
C1orf27	3813	13
C1orf35	1620	9
C1orf43	3210	9
C1orf50	1020	5
C1orf52	3394	4
C1orf53	686	3
C1orf54	748	8
C1orf56	2030	2
C1orf61	886	7
C1orf64	929	2
C1orf68	909	1
C1orf74	4857	2
C1orf87	2040	12
C1orf94	3301	8
C1orf95	7709	4
C2	4373	22
C2-AS1	765	3
C20orf141	761	3
C20orf144	572	2
C20orf166-AS1	2456	7
C20orf173	2317	11
C20orf194	6522	33
C20orf195	1113	2
C20orf196	2154	6
C20orf197	5309	6
C20orf202	1606	2
C20orf203	4798	5
C20orf24	1389	6
C20orf27	2242	8
C20orf62	702	2
C20orf78	1198	4
C20orf85	761	4
C20orf96	1688	11
C21orf140	962	1
C21orf2	3118	11
C21orf33	1674	7
C21orf58	5506	15
C21orf59	1934	8
C21orf62	4125	4
C21orf62-AS1	1416	5
C21orf91	10051	6
C21orf91-OT1	501	4
C22orf15	870	6
C22orf23	2048	8
C22orf24	2397	6
C22orf29	6638	3
C22orf31	1073	3
C22orf34	3758	10
C22orf39	2789	4
C22orf42	690	6
C22orf46	4977	2
C2CD2	6366	14
C2CD2L	3533	15
C2CD3	8171	34
C2CD4A	3447	2
C2CD4B	1578	2
C2CD4C	3126	2
C2CD4D	1715	2
C2CD5	5255	30
C2orf15	1412	4
C2orf16	6202	1
C2orf27A	1223	4
C2orf27B	1328	3
C2orf40	786	4
C2orf42	2428	9
C2orf44	3898	4
C2orf47	1517	6
C2orf48	1906	4
C2orf49	4627	6
C2orf50	1060	4
C2orf54	2807	7
C2orf57	1421	1
C2orf61	2447	8
C2orf66	2259	3
C2orf68	4269	4
C2orf69	3730	2
C2orf70	699	4
C2orf71	7048	2
C2orf72	3582	3
C2orf73	1926	5
C2orf74	981	5
C2orf76	957	7
C2orf78	3048	3
C2orf80	1134	8
C2orf81	2233	4
C2orf82	468	3
C2orf83	2091	4
C2orf88	4633	6
C2orf91	3647	3
C3	4745	37
C3AR1	1957	2
C3P1	3315	26
C3orf14	3856	8
C3orf17	4950	10
C3orf18	3010	8
C3orf20	3627	19
C3orf22	2191	7
C3orf30	1817	3
C3orf33	1958	6
C3orf35	5126	13
C3orf36	1668	1
C3orf38	2633	3
C3orf49	1296	7
C3orf52	3870	7
C3orf56	1741	2
C3orf58	4597	4
C3orf62	3593	3
C3orf67	2567	16
C3orf67-AS1	2206	3
C3orf70	5903	2
C3orf79	583	3
C3orf80	2579	1
C3orf84	591	3
C4A	4766	35
C4B	4767	35
C4BPA	2255	12
C4BPB	1588	10
C4B_2	4767	35
C4orf17	1645	9
C4orf19	3799	5
C4orf22	953	7
C4orf26	3825	7
C4orf27	1224	8
C4orf29	2112	10
C4orf3	3442	4
C4orf32	2728	2
C4orf33	1951	7
C4orf36	913	5
C4orf45	822	5
C4orf46	6882	4
C4orf47	981	7
C4orf48	564	5
C4orf51	776	5
C5	5173	37
C5AR1	2343	2
C5AR2	1729	4
C5orf15	2284	3
C5orf17	1991	5
C5orf22	3621	9
C5orf24	7955	5
C5orf28	2764	3
C5orf30	3013	3
C5orf34	2546	13
C5orf38	2166	7
C5orf42	10917	50
C5orf45	1208	7
C5orf46	546	4
C5orf47	2527	5
C5orf49	2388	3
C5orf51	5228	6
C5orf52	700	3
C5orf56	809	4
C5orf58	1973	9
C5orf60	1507	8
C5orf63	6330	6
C5orf64	4199	6
C5orf66	2480	6
C5orf66-AS1	1293	3
C5orf66-AS2	2164	4
C5orf67	944	6
C6	3986	19
C6orf1	1448	7
C6orf10	1953	12
C6orf106	4434	5
C6orf118	1848	9
C6orf120	4147	1
C6orf132	6747	5
C6orf136	2251	7
C6orf141	1697	1
C6orf15	1138	2
C6orf163	1309	5
C6orf165	2228	13
C6orf201	4218	9
C6orf203	1900	6
C6orf222	3548	10
C6orf223	3755	5
C6orf226	553	1
C6orf229	823	2
C6orf25	6435	9
C6orf47	4953	2
C6orf48	1270	10
C6orf52	889	8
C6orf58	1207	6
C6orf62	2477	5
C6orf7	1224	7
C6orf89	7241	12
C6orf99	1535	8
C7	4031	18
C7orf13	2290	1
C7orf25	3472	3
C7orf26	2646	9
C7orf31	3619	10
C7orf33	1357	3
C7orf34	770	2
C7orf43	2701	12
C7orf49	5167	11
C7orf50	1399	7
C7orf55	1629	5
C7orf55-LUC7L2	2758	11
C7orf57	2320	10
C7orf60	3947	5
C7orf61	1007	3
C7orf62	1021	2
C7orf65	2914	3
C7orf66	437	2
C7orf69	811	4
C7orf71	2287	6
C7orf72	1304	8
C7orf73	2501	3
C7orf76	2712	5
C7orf77	673	4
C8A	2403	11
C8B	2254	12
C8G	884	7
C8orf22	3816	8
C8orf31	2219	9
C8orf33	2622	5
C8orf34	5545	15
C8orf34-AS1	1603	3
C8orf37	3379	6
C8orf37-AS1	981	10
C8orf4	1842	1
C8orf44	1888	3
C8orf44-SGK3	4497	18
C8orf46	3471	6
C8orf48	1447	1
C8orf49	1969	1
C8orf58	2152	8
C8orf59	1122	6
C8orf74	1040	4
C8orf76	1348	6
C8orf82	1935	3
C8orf86	3991	4
C8orf87	591	3
C8orf88	1059	6
C8orf89	567	4
C9	2703	11
C9orf106	845	2
C9orf114	4298	12
C9orf116	1116	4
C9orf117	1731	9
C9orf129	1159	5
C9orf131	3819	6
C9orf135	1351	9
C9orf135-AS1	955	2
C9orf139	3818	3
C9orf142	819	7
C9orf152	2658	2
C9orf153	1977	6
C9orf156	1652	5
C9orf16	715	2
C9orf163	2574	1
C9orf170	3411	2
C9orf171	1855	7
C9orf172	2932	1
C9orf173	1907	10
